,date,stage_code,event_code,event_name,event_stage,stage,stage_status,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,result,result_type,result_WLT,result_IRM
4900,2024-07-29T14:33:19+02:00,BDMWSINGLES-----------GPH-000200--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group H,Group Play Stage - Group H,FINISHED,W,Badminton,BDM,La Chapelle Arena,1566609,GOH Jin Wei,Person,MAS,Malaysia,2,POINTS,W,
4901,2024-07-29T14:33:19+02:00,BDMWSINGLES-----------GPH-000200--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group H,Group Play Stage - Group H,FINISHED,W,Badminton,BDM,La Chapelle Arena,1964529,SCHOLTZ Johanita,Person,RSA,South Africa,0,POINTS,L,
12717,2024-07-29T15:33:12+02:00,BDMWSINGLES-----------GPD-000200--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group D,Group Play Stage - Group D,FINISHED,W,Badminton,BDM,La Chapelle Arena,1925168,LO Sin Yan Happy,Person,HKG,"Hong Kong, China",0,POINTS,L,
12718,2024-07-29T15:33:12+02:00,BDMWSINGLES-----------GPD-000200--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group D,Group Play Stage - Group D,FINISHED,W,Badminton,BDM,La Chapelle Arena,1930706,VIANA VIERA Juliana,Person,BRA,Brazil,2,POINTS,W,
10584,2024-07-29T20:25:32+02:00,BDMWSINGLES-----------GPC-000200--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group C,Group Play Stage - Group C,FINISHED,W,Badminton,BDM,La Chapelle Arena,1958808,LI Michelle,Person,CAN,Canada,2,POINTS,W,
10585,2024-07-29T20:25:32+02:00,BDMWSINGLES-----------GPC-000200--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group C,Group Play Stage - Group C,FINISHED,W,Badminton,BDM,La Chapelle Arena,1936214,THET HTAR Thuzar,Person,MYA,Myanmar,0,POINTS,L,
5981,2024-07-29T21:44:15+02:00,BDMWSINGLES-----------GPK-000200--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group K,Group Play Stage - Group K,FINISHED,W,Badminton,BDM,La Chapelle Arena,1568171,NGUYEN Thuy Linh,Person,VIE,Vietnam,2,POINTS,W,
5982,2024-07-29T21:44:15+02:00,BDMWSINGLES-----------GPK-000200--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group K,Group Play Stage - Group K,FINISHED,W,Badminton,BDM,La Chapelle Arena,1939668,HO Tiffany,Person,AUS,Australia,0,POINTS,L,
9851,2024-07-30T09:06:25+02:00,BDMWSINGLES-----------GPM-000200--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group M,Group Play Stage - Group M,FINISHED,W,Badminton,BDM,La Chapelle Arena,1910393,KUUBA Kristin,Person,EST,Estonia,2,POINTS,W,
9852,2024-07-30T09:06:25+02:00,BDMWSINGLES-----------GPM-000200--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group M,Group Play Stage - Group M,FINISHED,W,Badminton,BDM,La Chapelle Arena,1556598,ABDUL RAZZAQ Fathimath Nabaaha,Person,MDV,Maldives,0,POINTS,L,
1577,2024-07-30T09:07:49+02:00,BDMWSINGLES-----------GPE-000200--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group E,Group Play Stage - Group E,FINISHED,W,Badminton,BDM,La Chapelle Arena,1926346,INTANON Ratchanok,Person,THA,Thailand,2,POINTS,W,
1578,2024-07-30T09:07:49+02:00,BDMWSINGLES-----------GPE-000200--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group E,Group Play Stage - Group E,FINISHED,W,Badminton,BDM,La Chapelle Arena,1903114,TAN Lianne,Person,BEL,Belgium,0,POINTS,L,
6955,2024-07-30T10:03:45+02:00,BDMWSINGLES-----------GPJ-000200--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group J,Group Play Stage - Group J,FINISHED,W,Badminton,BDM,La Chapelle Arena,1935517,CASTILLO Ines Lucia,Person,PER,Peru,0,POINTS,L,
6956,2024-07-30T10:03:45+02:00,BDMWSINGLES-----------GPJ-000200--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group J,Group Play Stage - Group J,FINISHED,W,Badminton,BDM,La Chapelle Arena,1562628,ARIN Neslihan,Person,TUR,Türkiye,2,POINTS,W,
10443,2024-07-30T12:08:36+02:00,BDMWSINGLES-----------GPG-000200--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group G,Group Play Stage - Group G,FINISHED,W,Badminton,BDM,La Chapelle Arena,1942366,SVABIKOVA Tereza,Person,CZE,Czechia,1,POINTS,L,
10444,2024-07-30T12:08:36+02:00,BDMWSINGLES-----------GPG-000200--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group G,Group Play Stage - Group G,FINISHED,W,Badminton,BDM,La Chapelle Arena,1912783,BUHROVA Polina,Person,UKR,Ukraine,2,POINTS,W,
1004,2024-07-30T14:50:01+02:00,BDMWSINGLES-----------GPA-000200--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group A,Group Play Stage - Group A,FINISHED,W,Badminton,BDM,La Chapelle Arena,1935081,QI Xuefei,Person,FRA,France,0,POINTS,L,
1005,2024-07-30T14:50:01+02:00,BDMWSINGLES-----------GPA-000200--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group A,Group Play Stage - Group A,FINISHED,W,Badminton,BDM,La Chapelle Arena,1551330,NALBANTOVA Kaloyana,Person,BUL,Bulgaria,2,POINTS,W,
365,2024-07-30T16:04:33+02:00,BDMWSINGLES-----------GPP-000200--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group P,Group Play Stage - Group P,FINISHED,W,Badminton,BDM,La Chapelle Arena,1888996,BLICHFELDT Mia,Person,DEN,Denmark,2,POINTS,W,
366,2024-07-30T16:04:33+02:00,BDMWSINGLES-----------GPP-000200--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group P,Group Play Stage - Group P,FINISHED,W,Badminton,BDM,La Chapelle Arena,1556645,LI Yvonne,Person,GER,Germany,1,POINTS,L,
4542,2024-07-30T18:21:05+02:00,BDMWSINGLES-----------GPL-000200--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group L,Group Play Stage - Group L,FINISHED,W,Badminton,BDM,La Chapelle Arena,1539948,DARRAGH Rachael,Person,IRL,Ireland,1,POINTS,L,
4543,2024-07-30T18:21:05+02:00,BDMWSINGLES-----------GPL-000200--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group L,Group Play Stage - Group L,FINISHED,W,Badminton,BDM,La Chapelle Arena,1977870,STADELMANN Jenjira,Person,SUI,Switzerland,2,POINTS,W,
2845,2024-07-30T20:18:29+02:00,BDMWSINGLES-----------GPN-000100--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group N,Group Play Stage - Group N,FINISHED,W,Badminton,BDM,La Chapelle Arena,1913436,HE Bing Jiao,Person,CHN,China,2,POINTS,W,
2846,2024-07-30T20:18:29+02:00,BDMWSINGLES-----------GPN-000100--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group N,Group Play Stage - Group N,FINISHED,W,Badminton,BDM,La Chapelle Arena,1895936,GILMOUR Kirsty,Person,GBR,Great Britain,0,POINTS,L,
121,2024-07-30T20:53:52+02:00,BDMWSINGLES-----------GPI-000100--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group I,Group Play Stage - Group I,FINISHED,W,Badminton,BDM,La Chapelle Arena,1536651,YEO Jia Min,Person,SGP,Singapore,2,POINTS,W,
122,2024-07-30T20:53:52+02:00,BDMWSINGLES-----------GPI-000100--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group I,Group Play Stage - Group I,FINISHED,W,Badminton,BDM,La Chapelle Arena,1552017,FOO KUNE Kate,Person,MRI,Mauritius,0,POINTS,L,
3360,2024-07-30T21:01:29+02:00,BDMWSINGLES-----------GPD-000100--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group D,Group Play Stage - Group D,FINISHED,W,Badminton,BDM,La Chapelle Arena,1926323,KATETHONG Supanida,Person,THA,Thailand,2,POINTS,W,
3361,2024-07-30T21:01:29+02:00,BDMWSINGLES-----------GPD-000100--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group D,Group Play Stage - Group D,FINISHED,W,Badminton,BDM,La Chapelle Arena,1925168,LO Sin Yan Happy,Person,HKG,"Hong Kong, China",0,POINTS,L,
11928,2024-07-31T09:19:25+02:00,BDMWSINGLES-----------GPK-000100--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group K,Group Play Stage - Group K,FINISHED,W,Badminton,BDM,La Chapelle Arena,1955631,ZHANG Beiwen,Person,USA,United States,2,POINTS,W,
11929,2024-07-31T09:19:25+02:00,BDMWSINGLES-----------GPK-000100--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group K,Group Play Stage - Group K,FINISHED,W,Badminton,BDM,La Chapelle Arena,1568171,NGUYEN Thuy Linh,Person,VIE,Vietnam,0,POINTS,L,
4917,2024-07-31T09:36:21+02:00,BDMWSINGLES-----------GPH-000300--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group H,Group Play Stage - Group H,FINISHED,W,Badminton,BDM,La Chapelle Arena,1891504,KIM Ga Eun,Person,KOR,Korea,2,POINTS,W,
4918,2024-07-31T09:36:21+02:00,BDMWSINGLES-----------GPH-000300--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group H,Group Play Stage - Group H,FINISHED,W,Badminton,BDM,La Chapelle Arena,1566609,GOH Jin Wei,Person,MAS,Malaysia,1,POINTS,L,
6397,2024-07-31T09:50:40+02:00,BDMWSINGLES-----------GPC-000100--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group C,Group Play Stage - Group C,FINISHED,W,Badminton,BDM,La Chapelle Arena,1541610,YAMAGUCHI Akane,Person,JPN,Japan,2,POINTS,W,
6398,2024-07-31T09:50:40+02:00,BDMWSINGLES-----------GPC-000100--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group C,Group Play Stage - Group C,FINISHED,W,Badminton,BDM,La Chapelle Arena,1958808,LI Michelle,Person,CAN,Canada,1,POINTS,L,
9869,2024-07-31T10:22:26+02:00,BDMWSINGLES-----------GPM-000300--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group M,Group Play Stage - Group M,FINISHED,W,Badminton,BDM,La Chapelle Arena,1539157,PUSARLA V. Sindhu,Person,IND,India,2,POINTS,W,
9870,2024-07-31T10:22:26+02:00,BDMWSINGLES-----------GPM-000300--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group M,Group Play Stage - Group M,FINISHED,W,Badminton,BDM,La Chapelle Arena,1910393,KUUBA Kristin,Person,EST,Estonia,0,POINTS,L,
4563,2024-07-31T14:32:42+02:00,BDMWSINGLES-----------GPL-000300--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group L,Group Play Stage - Group L,FINISHED,W,Badminton,BDM,La Chapelle Arena,1950258,MARIN Carolina,Person,ESP,Spain,2,POINTS,W,
4564,2024-07-31T14:32:42+02:00,BDMWSINGLES-----------GPL-000300--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group L,Group Play Stage - Group L,FINISHED,W,Badminton,BDM,La Chapelle Arena,1539948,DARRAGH Rachael,Person,IRL,Ireland,0,POINTS,L,
1571,2024-07-31T16:05:23+02:00,BDMWSINGLES-----------GPE-000300--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group E,Group Play Stage - Group E,FINISHED,W,Badminton,BDM,La Chapelle Arena,1570051,TAI Tzu Ying,Person,TPE,Chinese Taipei,0,POINTS,L,
1572,2024-07-31T16:05:23+02:00,BDMWSINGLES-----------GPE-000300--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group E,Group Play Stage - Group E,FINISHED,W,Badminton,BDM,La Chapelle Arena,1926346,INTANON Ratchanok,Person,THA,Thailand,2,POINTS,W,
6166,2024-07-31T16:15:25+02:00,BDMWSINGLES-----------GPG-000100--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group G,Group Play Stage - Group G,FINISHED,W,Badminton,BDM,La Chapelle Arena,1926315,TUNJUNG Gregoria Mariska,Person,INA,Indonesia,2,POINTS,W,
6167,2024-07-31T16:15:25+02:00,BDMWSINGLES-----------GPG-000100--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group G,Group Play Stage - Group G,FINISHED,W,Badminton,BDM,La Chapelle Arena,1942366,SVABIKOVA Tereza,Person,CZE,Czechia,0,POINTS,L,
2405,2024-07-31T16:37:49+02:00,BDMWSINGLES-----------GPJ-000100--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group J,Group Play Stage - Group J,FINISHED,W,Badminton,BDM,La Chapelle Arena,1541633,OHORI Aya,Person,JPN,Japan,2,POINTS,W,
2406,2024-07-31T16:37:49+02:00,BDMWSINGLES-----------GPJ-000100--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group J,Group Play Stage - Group J,FINISHED,W,Badminton,BDM,La Chapelle Arena,1935517,CASTILLO Ines Lucia,Person,PER,Peru,0,POINTS,L,
8685,2024-07-31T20:03:33+02:00,BDMWSINGLES-----------GPA-000100--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group A,Group Play Stage - Group A,FINISHED,W,Badminton,BDM,La Chapelle Arena,1891498,AN Se Young,Person,KOR,Korea,2,POINTS,W,
8686,2024-07-31T20:03:33+02:00,BDMWSINGLES-----------GPA-000100--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group A,Group Play Stage - Group A,FINISHED,W,Badminton,BDM,La Chapelle Arena,1935081,QI Xuefei,Person,FRA,France,0,POINTS,L,
363,2024-07-31T20:36:42+02:00,BDMWSINGLES-----------GPP-000300--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group P,Group Play Stage - Group P,FINISHED,W,Badminton,BDM,La Chapelle Arena,1913434,CHEN Yu Fei,Person,CHN,China,2,POINTS,W,
364,2024-07-31T20:36:42+02:00,BDMWSINGLES-----------GPP-000300--,BDMWSINGLES,Women's Singles,Women's Singles Group Play Stage - Group P,Group Play Stage - Group P,FINISHED,W,Badminton,BDM,La Chapelle Arena,1888996,BLICHFELDT Mia,Person,DEN,Denmark,1,POINTS,L,
357,2024-08-01T19:04:55+02:00,BDMWSINGLES-----------8FNL000200--,BDMWSINGLES,Women's Singles,Women's Singles Round of 16,Round of 16,FINISHED,W,Badminton,BDM,La Chapelle Arena,1541610,YAMAGUCHI Akane,Person,JPN,Japan,2,POINTS,W,
358,2024-08-01T19:04:55+02:00,BDMWSINGLES-----------8FNL000200--,BDMWSINGLES,Women's Singles,Women's Singles Round of 16,Round of 16,FINISHED,W,Badminton,BDM,La Chapelle Arena,1926323,KATETHONG Supanida,Person,THA,Thailand,0,POINTS,L,
11321,2024-08-01T19:31:56+02:00,BDMWSINGLES-----------8FNL000700--,BDMWSINGLES,Women's Singles,Women's Singles Round of 16,Round of 16,FINISHED,W,Badminton,BDM,La Chapelle Arena,1539157,PUSARLA V. Sindhu,Person,IND,India,0,POINTS,L,
11322,2024-08-01T19:31:56+02:00,BDMWSINGLES-----------8FNL000700--,BDMWSINGLES,Women's Singles,Women's Singles Round of 16,Round of 16,FINISHED,W,Badminton,BDM,La Chapelle Arena,1913436,HE Bing Jiao,Person,CHN,China,2,POINTS,W,
11323,2024-08-01T19:44:53+02:00,BDMWSINGLES-----------8FNL000600--,BDMWSINGLES,Women's Singles,Women's Singles Round of 16,Round of 16,FINISHED,W,Badminton,BDM,La Chapelle Arena,1955631,ZHANG Beiwen,Person,USA,United States,1,POINTS,L,
11324,2024-08-01T19:44:53+02:00,BDMWSINGLES-----------8FNL000600--,BDMWSINGLES,Women's Singles,Women's Singles Round of 16,Round of 16,FINISHED,W,Badminton,BDM,La Chapelle Arena,1950258,MARIN Carolina,Person,ESP,Spain,2,POINTS,W,
5554,2024-08-01T20:26:57+02:00,BDMWSINGLES-----------8FNL000400--,BDMWSINGLES,Women's Singles,Women's Singles Round of 16,Round of 16,FINISHED,W,Badminton,BDM,La Chapelle Arena,1926315,TUNJUNG Gregoria Mariska,Person,INA,Indonesia,2,POINTS,W,
5555,2024-08-01T20:26:57+02:00,BDMWSINGLES-----------8FNL000400--,BDMWSINGLES,Women's Singles,Women's Singles Round of 16,Round of 16,FINISHED,W,Badminton,BDM,La Chapelle Arena,1891504,KIM Ga Eun,Person,KOR,Korea,1,POINTS,L,
5558,2024-08-01T21:12:27+02:00,BDMWSINGLES-----------8FNL000500--,BDMWSINGLES,Women's Singles,Women's Singles Round of 16,Round of 16,FINISHED,W,Badminton,BDM,La Chapelle Arena,1536651,YEO Jia Min,Person,SGP,Singapore,1,POINTS,L,
5559,2024-08-01T21:12:27+02:00,BDMWSINGLES-----------8FNL000500--,BDMWSINGLES,Women's Singles,Women's Singles Round of 16,Round of 16,FINISHED,W,Badminton,BDM,La Chapelle Arena,1541633,OHORI Aya,Person,JPN,Japan,2,POINTS,W,
10566,2024-08-03T09:46:54+02:00,BDMWSINGLES-----------QFNL000100--,BDMWSINGLES,Women's Singles,Women's Singles Quarterfinal,Quarterfinal,FINISHED,W,Badminton,BDM,La Chapelle Arena,1891498,AN Se Young,Person,KOR,Korea,2,POINTS,W,
10567,2024-08-03T09:46:54+02:00,BDMWSINGLES-----------QFNL000100--,BDMWSINGLES,Women's Singles,Women's Singles Quarterfinal,Quarterfinal,FINISHED,W,Badminton,BDM,La Chapelle Arena,1541610,YAMAGUCHI Akane,Person,JPN,Japan,1,POINTS,L,
6319,2024-08-03T10:43:35+02:00,BDMWSINGLES-----------QFNL000200--,BDMWSINGLES,Women's Singles,Women's Singles Quarterfinal,Quarterfinal,FINISHED,W,Badminton,BDM,La Chapelle Arena,1926346,INTANON Ratchanok,Person,THA,Thailand,0,POINTS,L,
6320,2024-08-03T10:43:35+02:00,BDMWSINGLES-----------QFNL000200--,BDMWSINGLES,Women's Singles,Women's Singles Quarterfinal,Quarterfinal,FINISHED,W,Badminton,BDM,La Chapelle Arena,1926315,TUNJUNG Gregoria Mariska,Person,INA,Indonesia,2,POINTS,W,
6295,2024-08-03T11:47:55+02:00,BDMWSINGLES-----------QFNL000300--,BDMWSINGLES,Women's Singles,Women's Singles Quarterfinal,Quarterfinal,FINISHED,W,Badminton,BDM,La Chapelle Arena,1541633,OHORI Aya,Person,JPN,Japan,0,POINTS,L,
6296,2024-08-03T11:47:55+02:00,BDMWSINGLES-----------QFNL000300--,BDMWSINGLES,Women's Singles,Women's Singles Quarterfinal,Quarterfinal,FINISHED,W,Badminton,BDM,La Chapelle Arena,1950258,MARIN Carolina,Person,ESP,Spain,2,POINTS,W,
975,2024-08-03T12:55:43+02:00,BDMWSINGLES-----------QFNL000400--,BDMWSINGLES,Women's Singles,Women's Singles Quarterfinal,Quarterfinal,FINISHED,W,Badminton,BDM,La Chapelle Arena,1913436,HE Bing Jiao,Person,CHN,China,2,POINTS,W,
976,2024-08-03T12:55:43+02:00,BDMWSINGLES-----------QFNL000400--,BDMWSINGLES,Women's Singles,Women's Singles Quarterfinal,Quarterfinal,FINISHED,W,Badminton,BDM,La Chapelle Arena,1913434,CHEN Yu Fei,Person,CHN,China,0,POINTS,L,
615,2024-08-04T09:34:00+02:00,BDMWSINGLES-----------SFNL000100--,BDMWSINGLES,Women's Singles,Women's Singles Semifinal,Semifinal,FINISHED,W,Badminton,BDM,La Chapelle Arena,1891498,AN Se Young,Person,KOR,Korea,2,POINTS,W,
616,2024-08-04T09:34:00+02:00,BDMWSINGLES-----------SFNL000100--,BDMWSINGLES,Women's Singles,Women's Singles Semifinal,Semifinal,FINISHED,W,Badminton,BDM,La Chapelle Arena,1926315,TUNJUNG Gregoria Mariska,Person,INA,Indonesia,1,POINTS,L,
10270,2024-08-04T10:29:43+02:00,BDMWSINGLES-----------SFNL000200--,BDMWSINGLES,Women's Singles,Women's Singles Semifinal,Semifinal,FINISHED,W,Badminton,BDM,La Chapelle Arena,1950258,MARIN Carolina,Person,ESP,Spain,1,IRM_POINTS,L,RET
10271,2024-08-04T10:29:43+02:00,BDMWSINGLES-----------SFNL000200--,BDMWSINGLES,Women's Singles,Women's Singles Semifinal,Semifinal,FINISHED,W,Badminton,BDM,La Chapelle Arena,1913436,HE Bing Jiao,Person,CHN,China,0,POINTS,W,
