,date,stage_code,event_code,event_name,event_stage,stage,stage_status,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,rank,result,result_type,result_IRM,result_diff,qualification_mark,start_order
1463,2024-07-28T12:09:19+02:00,ROWMSCULL2-L----------HEAT000100--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Heat 1,Heat 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LSUI01,Switzerland,Team,SUI,Switzerland,1.0,6:24.88,TIME,,,SA/B,4
1464,2024-07-28T12:09:19+02:00,ROWMSCULL2-L----------HEAT000100--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Heat 1,Heat 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LESP01,Spain,Team,ESP,Spain,2.0,6:28.92,TIME,,+4.04,SA/B,3
1465,2024-07-28T12:09:19+02:00,ROWMSCULL2-L----------HEAT000100--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Heat 1,Heat 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LFRA01,France,Team,FRA,France,3.0,6:31.32,TIME,,+6.44,R,1
1466,2024-07-28T12:09:19+02:00,ROWMSCULL2-L----------HEAT000100--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Heat 1,Heat 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LMEX01,Mexico,Team,MEX,Mexico,4.0,6:37.46,TIME,,+12.58,R,6
1467,2024-07-28T12:09:19+02:00,ROWMSCULL2-L----------HEAT000100--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Heat 1,Heat 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LJPN01,Japan,Team,JPN,Japan,5.0,6:52.58,TIME,,+27.70,R,5
1468,2024-07-28T12:09:19+02:00,ROWMSCULL2-L----------HEAT000100--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Heat 1,Heat 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LARG01,Argentina,Team,ARG,Argentina,6.0,7:04.34,TIME,,+39.46,R,2
9216,2024-07-28T12:18:49+02:00,ROWMSCULL2-L----------HEAT000200--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Heat 2,Heat 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LITA01,Italy,Team,ITA,Italy,1.0,6:29.17,TIME,,,SA/B,5
9217,2024-07-28T12:18:49+02:00,ROWMSCULL2-L----------HEAT000200--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Heat 2,Heat 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LCZE01,Czechia,Team,CZE,Czechia,2.0,6:34.33,TIME,,+5.16,SA/B,1
9218,2024-07-28T12:18:49+02:00,ROWMSCULL2-L----------HEAT000200--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Heat 2,Heat 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LBEL01,Belgium,Team,BEL,Belgium,3.0,6:45.07,TIME,,+15.90,R,4
9219,2024-07-28T12:18:49+02:00,ROWMSCULL2-L----------HEAT000200--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Heat 2,Heat 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LCHI01,Chile,Team,CHI,Chile,4.0,6:46.90,TIME,,+17.73,R,3
9220,2024-07-28T12:18:49+02:00,ROWMSCULL2-L----------HEAT000200--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Heat 2,Heat 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LUZB01,Uzbekistan,Team,UZB,Uzbekistan,5.0,6:56.57,TIME,,+27.40,R,2
9271,2024-07-28T12:29:34+02:00,ROWMSCULL2-L----------HEAT000300--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Heat 3,Heat 3,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LIRL01,Ireland,Team,IRL,Ireland,1.0,6:34.12,TIME,,,SA/B,4
9272,2024-07-28T12:29:34+02:00,ROWMSCULL2-L----------HEAT000300--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Heat 3,Heat 3,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LNOR01,Norway,Team,NOR,Norway,2.0,6:41.77,TIME,,+7.65,SA/B,3
9273,2024-07-28T12:29:34+02:00,ROWMSCULL2-L----------HEAT000300--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Heat 3,Heat 3,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LGRE01,Greece,Team,GRE,Greece,3.0,6:46.90,TIME,,+12.78,R,2
9274,2024-07-28T12:29:34+02:00,ROWMSCULL2-L----------HEAT000300--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Heat 3,Heat 3,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LUKR01,Ukraine,Team,UKR,Ukraine,4.0,7:00.13,TIME,,+26.01,R,5
9275,2024-07-28T12:29:34+02:00,ROWMSCULL2-L----------HEAT000300--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Heat 3,Heat 3,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LEGY01,Egypt,Team,EGY,Egypt,5.0,7:20.92,TIME,,+46.80,R,1
11375,2024-07-29T10:49:23+02:00,ROWMSCULL2-L----------REP-000100--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Repechage 1,Repechage 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LGRE01,Greece,Team,GRE,Greece,1.0,6:39.46,TIME,,,SA/B,2
11376,2024-07-29T10:49:23+02:00,ROWMSCULL2-L----------REP-000100--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Repechage 1,Repechage 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LFRA01,France,Team,FRA,France,2.0,6:50.98,TIME,,+11.52,SA/B,3
11377,2024-07-29T10:49:23+02:00,ROWMSCULL2-L----------REP-000100--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Repechage 1,Repechage 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LARG01,Argentina,Team,ARG,Argentina,3.0,6:52.94,TIME,,+13.48,SA/B,5
11378,2024-07-29T10:49:23+02:00,ROWMSCULL2-L----------REP-000100--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Repechage 1,Repechage 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LCHI01,Chile,Team,CHI,Chile,4.0,6:58.78,TIME,,+19.32,FC,4
11379,2024-07-29T10:49:23+02:00,ROWMSCULL2-L----------REP-000100--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Repechage 1,Repechage 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LEGY01,Egypt,Team,EGY,Egypt,5.0,7:14.95,TIME,,+35.49,FC,1
5600,2024-07-29T10:58:14+02:00,ROWMSCULL2-L----------REP-000200--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Repechage 2,Repechage 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LBEL01,Belgium,Team,BEL,Belgium,1.0,6:42.99,TIME,,,SA/B,3
5601,2024-07-29T10:58:14+02:00,ROWMSCULL2-L----------REP-000200--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Repechage 2,Repechage 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LUKR01,Ukraine,Team,UKR,Ukraine,2.0,6:46.05,TIME,,+3.06,SA/B,4
5602,2024-07-29T10:58:14+02:00,ROWMSCULL2-L----------REP-000200--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Repechage 2,Repechage 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LMEX01,Mexico,Team,MEX,Mexico,3.0,6:47.60,TIME,,+4.61,SA/B,2
5603,2024-07-29T10:58:14+02:00,ROWMSCULL2-L----------REP-000200--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Repechage 2,Repechage 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LUZB01,Uzbekistan,Team,UZB,Uzbekistan,4.0,6:50.61,TIME,,+7.62,FC,5
5604,2024-07-29T10:58:14+02:00,ROWMSCULL2-L----------REP-000200--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Repechage 2,Repechage 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LJPN01,Japan,Team,JPN,Japan,5.0,7:04.48,TIME,,+21.49,FC,1
1633,2024-07-31T09:38:19+02:00,ROWMSCULL2-L----------FNL-000300--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Final C,Final C,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LCHI01,Chile,Team,CHI,Chile,1.0,6:28.00,TIME,,,,3
1634,2024-07-31T09:38:19+02:00,ROWMSCULL2-L----------FNL-000300--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Final C,Final C,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LJPN01,Japan,Team,JPN,Japan,2.0,6:30.93,TIME,,+2.93,,4
1635,2024-07-31T09:38:19+02:00,ROWMSCULL2-L----------FNL-000300--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Final C,Final C,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LUZB01,Uzbekistan,Team,UZB,Uzbekistan,3.0,6:31.33,TIME,,+3.33,,2
1636,2024-07-31T09:38:19+02:00,ROWMSCULL2-L----------FNL-000300--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Final C,Final C,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LEGY01,Egypt,Team,EGY,Egypt,4.0,6:37.92,TIME,,+9.92,,1
9070,2024-07-31T11:22:23+02:00,ROWMSCULL2-L----------SFNL000100--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Semifinal A/B 1,Semifinal A/B 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LIRL01,Ireland,Team,IRL,Ireland,1.0,6:21.88,TIME,,,FA,4
9071,2024-07-31T11:22:23+02:00,ROWMSCULL2-L----------SFNL000100--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Semifinal A/B 1,Semifinal A/B 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LSUI01,Switzerland,Team,SUI,Switzerland,2.0,6:24.31,TIME,,+2.43,FA,3
9072,2024-07-31T11:22:23+02:00,ROWMSCULL2-L----------SFNL000100--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Semifinal A/B 1,Semifinal A/B 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LCZE01,Czechia,Team,CZE,Czechia,3.0,6:25.99,TIME,,+4.11,FA,5
9073,2024-07-31T11:22:23+02:00,ROWMSCULL2-L----------SFNL000100--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Semifinal A/B 1,Semifinal A/B 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LFRA01,France,Team,FRA,France,4.0,6:26.60,TIME,,+4.72,FB,6
9074,2024-07-31T11:22:23+02:00,ROWMSCULL2-L----------SFNL000100--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Semifinal A/B 1,Semifinal A/B 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LBEL01,Belgium,Team,BEL,Belgium,5.0,6:30.49,TIME,,+8.61,FB,2
9075,2024-07-31T11:22:23+02:00,ROWMSCULL2-L----------SFNL000100--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Semifinal A/B 1,Semifinal A/B 1,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LARG01,Argentina,Team,ARG,Argentina,6.0,6:51.59,TIME,,+29.71,FB,1
1337,2024-07-31T11:32:41+02:00,ROWMSCULL2-L----------SFNL000200--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Semifinal A/B 2,Semifinal A/B 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LITA01,Italy,Team,ITA,Italy,1.0,6:22.85,TIME,,,FA,4
1338,2024-07-31T11:32:41+02:00,ROWMSCULL2-L----------SFNL000200--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Semifinal A/B 2,Semifinal A/B 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LGRE01,Greece,Team,GRE,Greece,2.0,6:23.36,TIME,,+0.51,FA,2
1339,2024-07-31T11:32:41+02:00,ROWMSCULL2-L----------SFNL000200--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Semifinal A/B 2,Semifinal A/B 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LNOR01,Norway,Team,NOR,Norway,3.0,6:26.62,TIME,,+3.77,FA,5
1340,2024-07-31T11:32:41+02:00,ROWMSCULL2-L----------SFNL000200--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Semifinal A/B 2,Semifinal A/B 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LESP01,Spain,Team,ESP,Spain,4.0,6:35.05,TIME,,+12.20,FB,3
1341,2024-07-31T11:32:41+02:00,ROWMSCULL2-L----------SFNL000200--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Semifinal A/B 2,Semifinal A/B 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LUKR01,Ukraine,Team,UKR,Ukraine,5.0,6:37.35,TIME,,+14.50,FB,6
1342,2024-07-31T11:32:41+02:00,ROWMSCULL2-L----------SFNL000200--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Semifinal A/B 2,Semifinal A/B 2,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LMEX01,Mexico,Team,MEX,Mexico,6.0,6:37.43,TIME,,+14.58,FB,1
1601,2024-08-02T11:14:44+02:00,ROWMSCULL2-L----------FNL-000200--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Final B,Final B,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LFRA01,France,Team,FRA,France,1.0,6:19.73,TIME,,,,3
1602,2024-08-02T11:14:44+02:00,ROWMSCULL2-L----------FNL-000200--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Final B,Final B,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LESP01,Spain,Team,ESP,Spain,2.0,6:19.90,TIME,,+0.17,,4
1603,2024-08-02T11:14:44+02:00,ROWMSCULL2-L----------FNL-000200--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Final B,Final B,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LBEL01,Belgium,Team,BEL,Belgium,3.0,6:20.28,TIME,,+0.55,,5
1604,2024-08-02T11:14:44+02:00,ROWMSCULL2-L----------FNL-000200--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Final B,Final B,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LMEX01,Mexico,Team,MEX,Mexico,4.0,6:25.84,TIME,,+6.11,,6
1605,2024-08-02T11:14:44+02:00,ROWMSCULL2-L----------FNL-000200--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Final B,Final B,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LUKR01,Ukraine,Team,UKR,Ukraine,5.0,6:26.32,TIME,,+6.59,,2
1606,2024-08-02T11:14:44+02:00,ROWMSCULL2-L----------FNL-000200--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Final B,Final B,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LARG01,Argentina,Team,ARG,Argentina,6.0,6:31.86,TIME,,+12.13,,1
9394,2024-08-02T12:10:48+02:00,ROWMSCULL2-L----------FNL-000100--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Final A,Final A,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LIRL01,Ireland,Team,IRL,Ireland,1.0,6:10.99,TIME,,,,3
9395,2024-08-02T12:10:48+02:00,ROWMSCULL2-L----------FNL-000100--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Final A,Final A,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LITA01,Italy,Team,ITA,Italy,2.0,6:13.33,TIME,,+2.34,,4
9396,2024-08-02T12:10:48+02:00,ROWMSCULL2-L----------FNL-000100--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Final A,Final A,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LGRE01,Greece,Team,GRE,Greece,3.0,6:13.44,TIME,,+2.45,,2
9397,2024-08-02T12:10:48+02:00,ROWMSCULL2-L----------FNL-000100--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Final A,Final A,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LSUI01,Switzerland,Team,SUI,Switzerland,4.0,6:16.50,TIME,,+5.51,,5
9398,2024-08-02T12:10:48+02:00,ROWMSCULL2-L----------FNL-000100--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Final A,Final A,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LNOR01,Norway,Team,NOR,Norway,5.0,6:20.92,TIME,,+9.93,,6
9399,2024-08-02T12:10:48+02:00,ROWMSCULL2-L----------FNL-000100--,ROWMSCULL2-L,Lightweight Men's Double Sculls,Lightweight Men's Double Sculls Final A,Final A,FINISHED,M,Rowing,ROW,Nautical St - Flat water,ROWMSCULL2-LCZE01,Czechia,Team,CZE,Czechia,6.0,6:21.00,TIME,,+10.01,,1
5988,2024-07-28T11:40:40+02:00,ROWWSCULL2-L----------HEAT000100--,ROWWSCULL2-L,Lightweight Women's Double Sculls,Lightweight Women's Double Sculls Heat 1,Heat 1,FINISHED,W,Rowing,ROW,Nautical St - Flat water,ROWWSCULL2-LGBR01,Great Britain,Team,GBR,Great Britain,1.0,7:04.20,TIME,,,SA/B,5
5989,2024-07-28T11:40:40+02:00,ROWWSCULL2-L----------HEAT000100--,ROWWSCULL2-L,Lightweight Women's Double Sculls,Lightweight Women's Double Sculls Heat 1,Heat 1,FINISHED,W,Rowing,ROW,Nautical St - Flat water,ROWWSCULL2-LGRE01,Greece,Team,GRE,Greece,2.0,7:08.51,TIME,,+4.31,SA/B,6
5990,2024-07-28T11:40:40+02:00,ROWWSCULL2-L----------HEAT000100--,ROWWSCULL2-L,Lightweight Women's Double Sculls,Lightweight Women's Double Sculls Heat 1,Heat 1,FINISHED,W,Rowing,ROW,Nautical St - Flat water,ROWWSCULL2-LIRL01,Ireland,Team,IRL,Ireland,3.0,7:12.89,TIME,,+8.69,R,1
5991,2024-07-28T11:40:40+02:00,ROWWSCULL2-L----------HEAT000100--,ROWWSCULL2-L,Lightweight Women's Double Sculls,Lightweight Women's Double Sculls Heat 1,Heat 1,FINISHED,W,Rowing,ROW,Nautical St - Flat water,ROWWSCULL2-LAUT01,Austria,Team,AUT,Austria,4.0,7:24.14,TIME,,+19.94,R,3
5992,2024-07-28T11:40:40+02:00,ROWWSCULL2-L----------HEAT000100--,ROWWSCULL2-L,Lightweight Women's Double Sculls,Lightweight Women's Double Sculls Heat 1,Heat 1,FINISHED,W,Rowing,ROW,Nautical St - Flat water,ROWWSCULL2-LTUN01,Tunisia,Team,TUN,Tunisia,5.0,7:31.19,TIME,,+26.99,R,2
5993,2024-07-28T11:40:40+02:00,ROWWSCULL2-L----------HEAT000100--,ROWWSCULL2-L,Lightweight Women's Double Sculls,Lightweight Women's Double Sculls Heat 1,Heat 1,FINISHED,W,Rowing,ROW,Nautical St - Flat water,ROWWSCULL2-LARG01,Argentina,Team,ARG,Argentina,6.0,7:36.43,TIME,,+32.23,R,4
11978,2024-07-28T11:49:39+02:00,ROWWSCULL2-L----------HEAT000200--,ROWWSCULL2-L,Lightweight Women's Double Sculls,Lightweight Women's Double Sculls Heat 2,Heat 2,FINISHED,W,Rowing,ROW,Nautical St - Flat water,ROWWSCULL2-LROU01,Romania,Team,ROU,Romania,1.0,7:03.83,TIME,,,SA/B,4
11979,2024-07-28T11:49:39+02:00,ROWWSCULL2-L----------HEAT000200--,ROWWSCULL2-L,Lightweight Women's Double Sculls,Lightweight Women's Double Sculls Heat 2,Heat 2,FINISHED,W,Rowing,ROW,Nautical St - Flat water,ROWWSCULL2-LUSA01,United States of America,Team,USA,United States,2.0,7:12.65,TIME,,+8.82,SA/B,5
11980,2024-07-28T11:49:39+02:00,ROWWSCULL2-L----------HEAT000200--,ROWWSCULL2-L,Lightweight Women's Double Sculls,Lightweight Women's Double Sculls Heat 2,Heat 2,FINISHED,W,Rowing,ROW,Nautical St - Flat water,ROWWSCULL2-LPER01,Peru,Team,PER,Peru,3.0,7:32.68,TIME,,+28.85,R,2
11981,2024-07-28T11:49:39+02:00,ROWWSCULL2-L----------HEAT000200--,ROWWSCULL2-L,Lightweight Women's Double Sculls,Lightweight Women's Double Sculls Heat 2,Heat 2,FINISHED,W,Rowing,ROW,Nautical St - Flat water,ROWWSCULL2-LIRI01,Islamic Republic of Iran,Team,IRI,IR Iran,4.0,7:35.97,TIME,,+32.14,R,3
11982,2024-07-28T11:49:39+02:00,ROWWSCULL2-L----------HEAT000200--,ROWWSCULL2-L,Lightweight Women's Double Sculls,Lightweight Women's Double Sculls Heat 2,Heat 2,FINISHED,W,Rowing,ROW,Nautical St - Flat water,ROWWSCULL2-LJPN01,Japan,Team,JPN,Japan,5.0,7:39.17,TIME,,+35.34,R,1
11950,2024-07-28T11:59:37+02:00,ROWWSCULL2-L----------HEAT000300--,ROWWSCULL2-L,Lightweight Women's Double Sculls,Lightweight Women's Double Sculls Heat 3,Heat 3,FINISHED,W,Rowing,ROW,Nautical St - Flat water,ROWWSCULL2-LNZL01,New Zealand,Team,NZL,New Zealand,1.0,7:02.25,TIME,,,SA/B,4
11951,2024-07-28T11:59:37+02:00,ROWWSCULL2-L----------HEAT000300--,ROWWSCULL2-L,Lightweight Women's Double Sculls,Lightweight Women's Double Sculls Heat 3,Heat 3,FINISHED,W,Rowing,ROW,Nautical St - Flat water,ROWWSCULL2-LFRA01,France,Team,FRA,France,2.0,7:03.22,TIME,,+0.97,SA/B,3
11952,2024-07-28T11:59:37+02:00,ROWWSCULL2-L----------HEAT000300--,ROWWSCULL2-L,Lightweight Women's Double Sculls,Lightweight Women's Double Sculls Heat 3,Heat 3,FINISHED,W,Rowing,ROW,Nautical St - Flat water,ROWWSCULL2-LCAN01,Canada,Team,CAN,Canada,3.0,7:09.45,TIME,,+7.20,R,2
11953,2024-07-28T11:59:37+02:00,ROWWSCULL2-L----------HEAT000300--,ROWWSCULL2-L,Lightweight Women's Double Sculls,Lightweight Women's Double Sculls Heat 3,Heat 3,FINISHED,W,Rowing,ROW,Nautical St - Flat water,ROWWSCULL2-LPOL01,Poland,Team,POL,Poland,4.0,7:11.14,TIME,,+8.89,R,5
11954,2024-07-28T11:59:37+02:00,ROWWSCULL2-L----------HEAT000300--,ROWWSCULL2-L,Lightweight Women's Double Sculls,Lightweight Women's Double Sculls Heat 3,Heat 3,FINISHED,W,Rowing,ROW,Nautical St - Flat water,ROWWSCULL2-LCHN01,People's Republic of China,Team,CHN,China,5.0,7:15.03,TIME,,+12.78,R,1
8759,2024-07-29T11:10:16+02:00,ROWWSCULL2-L----------REP-000100--,ROWWSCULL2-L,Lightweight Women's Double Sculls,Lightweight Women's Double Sculls Repechage 1,Repechage 1,FINISHED,W,Rowing,ROW,Nautical St - Flat water,ROWWSCULL2-LIRL01,Ireland,Team,IRL,Ireland,1.0,7:11.38,TIME,,,SA/B,4
8760,2024-07-29T11:10:16+02:00,ROWWSCULL2-L----------REP-000100--,ROWWSCULL2-L,Lightweight Women's Double Sculls,Lightweight Women's Double Sculls Repechage 1,Repechage 1,FINISHED,W,Rowing,ROW,Nautical St - Flat water,ROWWSCULL2-LCAN01,Canada,Team,CAN,Canada,2.0,7:16.81,TIME,,+5.43,SA/B,3
8761,2024-07-29T11:10:16+02:00,ROWWSCULL2-L----------REP-000100--,ROWWSCULL2-L,Lightweight Women's Double Sculls,Lightweight Women's Double Sculls Repechage 1,Repechage 1,FINISHED,W,Rowing,ROW,Nautical St - Flat water,ROWWSCULL2-LARG01,Argentina,Team,ARG,Argentina,3.0,7:29.76,TIME,,+18.38,SA/B,1
8762,2024-07-29T11:10:16+02:00,ROWWSCULL2-L----------REP-000100--,ROWWSCULL2-L,Lightweight Women's Double Sculls,Lightweight Women's Double Sculls Repechage 1,Repechage 1,FINISHED,W,Rowing,ROW,Nautical St - Flat water,ROWWSCULL2-LIRI01,Islamic Republic of Iran,Team,IRI,IR Iran,4.0,7:35.56,TIME,,+24.18,FC,2
8763,2024-07-29T11:10:16+02:00,ROWWSCULL2-L----------REP-000100--,ROWWSCULL2-L,Lightweight Women's Double Sculls,Lightweight Women's Double Sculls Repechage 1,Repechage 1,FINISHED,W,Rowing,ROW,Nautical St - Flat water,ROWWSCULL2-LCHN01,People's Republic of China,Team,CHN,China,5.0,7:42.66,TIME,,+31.28,FC,5
977,2024-07-29T11:20:33+02:00,ROWWSCULL2-L----------REP-000200--,ROWWSCULL2-L,Lightweight Women's Double Sculls,Lightweight Women's Double Sculls Repechage 2,Repechage 2,FINISHED,W,Rowing,ROW,Nautical St - Flat water,ROWWSCULL2-LPOL01,Poland,Team,POL,Poland,1.0,7:16.26,TIME,,,SA/B,2
978,2024-07-29T11:20:33+02:00,ROWWSCULL2-L----------REP-000200--,ROWWSCULL2-L,Lightweight Women's Double Sculls,Lightweight Women's Double Sculls Repechage 2,Repechage 2,FINISHED,W,Rowing,ROW,Nautical St - Flat water,ROWWSCULL2-LAUT01,Austria,Team,AUT,Austria,2.0,7:17.77,TIME,,+1.51,SA/B,4
